Kalshi ID,Kalshi Title,Polymarket ID,Polymarket Title,Cosine
KXFEDDECISION-25SEP-H25,Will the Federal Reserve Hike rates by 25bps at their September 2025 meeting? (Hike 25bps) [Hike 25bps],542540,Fed increases interest rates by 25+ bps after September 2025 meeting?,0.92207
KXNFLDROTY-26-JPEA,Who will win Defensive Rookie of the Year? [James Pearce Jr.],541559,Will James Pearce Jr. be the 2025-2026 NFL Defensive Rookie of the Year?,0.92161
KXBOASTABLE-25,Will Bank of America launch a stablecoin in 2025? [In 2025],525283,BOA launches a USD stablecoin in 2025?,0.92147
KXSB-26-DEN,Will the Denver win the 2026 Pro Football Championship? [Denver],540215,Will the Denver Broncos win Super Bowl 2026?,0.92146
KXMLBNLWEST-25-LAD,NL West Division Winner? [Los Angeles D],530927,Will the Los Angeles Dodgers win the NL West Division?,0.92127
KXIRELANDPRES-25-JBUR,Who will be elected President of Ireland in 2025? [Jarlath Burns],529283,Will Jarlath Burns win the Irish Presidential Election?,0.92109
KXNBA-26-NYK,Will the New York win the 2026 Pro Basketball Finals? [New York],553858,Will the New York Knicks win the 2026 NBA Finals?,0.92103
KXNFLAFCCHAMP-25-CIN,Pro Football AFC Championship Winner? [Cincinnati],540259,Will the Bengals win the AFC Championship?,0.92096
KXNFLAFCCHAMP-25-BAL,Pro Football AFC Championship Winner? [Baltimore],540258,Will the Ravens win the AFC Championship?,0.92091
KXNFLOROTY-26-OHAM,Who will win Offensive Rookie of the Year? [Omarion Hampton],541579,Will Omarion Hampton be the 2025-2026 NFL Offensive Rookie of the Year?,0.92088
KXMLBALWEST-25-SEA,AL West Division Winner? [Seattle],530893,Will the Seattle Mariners win the AL West Division?,0.92075
KXBUCHARESTMAYOR-25-DBAL,Who will win the Bucharest mayoral election? [Daniel Baluta],546247,Will Daniel Baluta be the next Mayor of Bucharest?,0.92054
KXMLB-25-BOS,Will the Boston win the Pro Baseball Championship? [Boston],525420,Will the Boston Red Sox win the 2025 American League Championship?,0.92032
KXMALAWIPRES-25-PMUT,Who will win the next Malawian presidential election? (:: DPP) [Peter Mutharika],545037,Will Peter Mutharika win the 2025 Malawi presidential election?,0.92015
KXSB-26-PIT,Will the Pittsburgh win the 2026 Pro Football Championship? [Pittsburgh],540232,Will the Pittsburgh Steelers win Super Bowl 2026?,0.92012
KXNBA-26-PHX,Will the Phoenix win the 2026 Pro Basketball Finals? [Phoenix],553877,Will the Phoenix Suns win the 2026 NBA Finals?,0.92008
KXMLBALCENT-25-DET,AL Central Division Winner? [Detroit],530885,Will the Detroit Tigers win the AL Central Division?,0.92007
KXIRELANDPRES-25-CMCG,Who will be elected President of Ireland in 2025? [Conor McGregor],529276,Will Conor McGregor win the Irish Presidential Election?,0.92003
KXNFLCPOTY-26-DPRE,Who will win Comeback Player of the Year? [Dak Prescott],541518,Will Dak Prescott be the 2025-2026 NFL Comeback Player of the Year?,0.91961
KXMLBALEAST-25-TOR,AL East Division Winner? [Toronto],530881,Will the Toronto Blue Jays win the AL East Division?,0.91937
KXNBA-26-GSW,Will the Golden State win the 2026 Pro Basketball Finals? [Golden State],553867,Will the Golden State Warriors win the 2026 NBA Finals?,0.91935
KXSTARSHIPSPACE-25-17.0,Will  between 16 to 18 Starship launches reach space in 2025? [16 to 18],517041,Will 16-18 SpaceX Starship launches successfully reach Space in 2025?,0.91919
KXNFLNFCCHAMP-25-DET,Pro Football NFC Championship Winner? [Detroit],540243,Will the Lions win the NFC Championship?,0.91917
KXNBA-26-DEN,Will the Denver win the 2026 Pro Basketball Finals? [Denver],553865,Will the Denver Nuggets win the 2026 NBA Finals?,0.91916
KXNBA-26-NOP,Will the New Orleans win the 2026 Pro Basketball Finals? [New Orleans],553875,Will the New Orleans Pelicans win the 2026 NBA Finals?,0.91886
KXSTARTCLEBROWNS-25SEP09-DGAB,Who will start for Cleveland in pro men's football week one? [Dillon Gabriel],539970,Will Dillon Gabriel start Week 1 for the Browns?,0.91875
KXNBA-26-SAC,Will the Sacramento win the 2026 Pro Basketball Finals? [Sacramento],553884,Will the Sacramento Kings win the 2026 NBA Finals?,0.91873
KXNFLAFCCHAMP-25-NE,Pro Football AFC Championship Winner? [New England],540256,Will the Patriots win the AFC Championship?,0.91859
KXSTARSHIPSPACE-25-5.0,Will  between 4 to 6 Starship launches reach space in 2025? [4 to 6],517037,Will 4-6 SpaceX Starship launches successfully reach Space in 2025?,0.91845
KXNFLAFCCHAMP-25-CLE,Pro Football AFC Championship Winner? [Cleveland],540260,Will the Browns win the AFC Championship?,0.91844
KXTOPALBUMBYDRAKE-25DEC,"Drake has a #1 album in 2025? (In 2025) [Dec 27, 2025]",535354,Will Drake release an album in 2025?,0.9184
KXSB-26-MIN,Will the Minnesota win the 2026 Pro Football Championship? [Minnesota],540226,Will the Minnesota Vikings win Super Bowl 2026?,0.91833
KXSB-26-DAL,Will the Dallas win the 2026 Pro Football Championship? [Dallas],540214,Will the Dallas Cowboys win Super Bowl 2026?,0.91832
KXNFLAFCSOUTH-25-IND,Pro Football AFC South Division Winner? [Indianapolis],540275,Will the Indianapolis Colts win the AFC South?,0.91826
KXNFLOROTY-26-AJEA,Who will win Offensive Rookie of the Year? [Ashton Jeanty],541575,Will Ashton Jeanty be the 2025-2026 NFL Offensive Rookie of the Year?,0.91796
KXMLB-25-DET,Will the Detroit win the Pro Baseball Championship? [Detroit],525424,Will the Detroit Tigers win the 2025 American League Championship?,0.91775
KXMLBALCENT-25-MIN,AL Central Division Winner? [Minnesota],530887,Will the Minnesota Twins win the AL Central Division?,0.91771
KXMLBNLCENT-25-STL,NL Central Division Winner? [St. Louis],530920,Will the St. Louis Cardinals win the NL Central Division?,0.9177
KXMLBNLWEST-25-AZ,NL West Division Winner? [Arizona],530922,Will the Arizona Diamondbacks win the NL West Division?,0.91763
KXMLBALCENT-25-KC,AL Central Division Winner? [Kansas City],530886,Will the Kansas City Royals win the AL Central Division?,0.91754
KXSTARSHIPSPACE-25-23.0,Will  between 22 to 24 Starship launches reach space in 2025? [22 to 24],517043,Will 22-24 SpaceX Starship launches successfully reach Space in 2025?,0.91739
KXNBA-26-TOR,Will the Toronto win the 2026 Pro Basketball Finals? [Toronto],553876,Will the Toronto Raptors win the 2026 NBA Finals?,0.91724
KXMAMDANIBOROUGHS-25-QU,Which boroughs will Zohran Mamdani win in NYC Mayoral Race? [Queens],538932,Will Zohran Mamdani win the 2025 NYC mayoral election?,0.91721
KXSB-26-DET,Will the Detroit win the 2026 Pro Football Championship? [Detroit],540216,Will the Detroit Lions win Super Bowl 2026?,0.91707
KXIRELANDPRES-25-MMCD,Who will be elected President of Ireland in 2025? [Michael McDowell],529304,Will Michael McDowell win the Irish Presidential Election?,0.91697
KXSB-26-SF,Will the San Francisco win the 2026 Pro Football Championship? [San Francisco],540233,Will the San Francisco 49ers win Super Bowl 2026?,0.91691
KXIRELANDPRES-25-FBLA,Who will be elected President of Ireland in 2025? [Frances Black],529299,Will Frances Black win the Irish Presidential Election?,0.91682
KXNBA-26-WAS,Will the Washington win the 2026 Pro Basketball Finals? [Washington],553885,Will the Washington Wizards win the 2026 NBA Finals?,0.91669
KXNBA-26-MIN,Will the Minnesota win the 2026 Pro Basketball Finals? [Minnesota],553859,Will the Minnesota Timberwolves win the 2026 NBA Finals?,0.91663
KXSB-26-BAL,Will the Baltimore win the 2026 Pro Football Championship? [Baltimore],540208,Will the Baltimore Ravens win Super Bowl 2026?,0.91654
KXNBA-26-POR,Will the Portland win the 2026 Pro Basketball Finals? [Portland],553879,Will the Portland Trail Blazers win the 2026 NBA Finals?,0.91648
KXNFLNFCEAST-25-DAL,Pro Football NFC East Division Winner? [Dallas],540287,Will the Dallas Cowboys win the NFC East?,0.91641
KXMLBALWEST-25-LAA,AL West Division Winner? [Los Angeles A],530891,Will the Los Angeles Angels win the AL West Division?,0.91632
KXTRUMPPHONE-25SEP01,"When will The Trump Organization release the Trump mobile smartphone to the public? [Before Sep 1, 2025]",553071,Trump Mobile smartphone released before September?,0.91624
KXNBA-26-OKC,Will the Oklahoma City win the 2026 Pro Basketball Finals? [Oklahoma City],553856,Will the Oklahoma City Thunder win the 2026 NBA Finals?,0.91623
KXF1-25-MV,Will the Max Verstappen win the Formula 1 Drivers Championship? (:: Red Bull Racing) [Max Verstappen],525358,Will Max Verstappen be the 2025 Drivers Champion?,0.91621
KXNFLCOTY-26-JOHAR,Who will win Coach of the Year? [John Harbaugh],542354,Will John Harbaugh win NFL Coach of the Year?,0.91599
KXNFLAFCWEST-25-DEN,Pro Football AFC West Division Winner? [Denver],540281,Will the Denver Broncos win the AFC West?,0.91584
KXEMERCUTS-25-T0,Will the Fed cut rates 0 times at emergency meetings? [0 cuts],516711,Fed emergency rate cut in 2025?,0.9158
KXNFLOROTY-26-WHOW,Who will win Offensive Rookie of the Year? [Will Howard],541595,Will Will Howard be the 2025-2026 NFL Offensive Rookie of the Year?,0.91572
KXNBA-26-BKN,Will the Brooklyn win the 2026 Pro Basketball Finals? [Brooklyn],553880,Will the Brooklyn Nets win the 2026 NBA Finals?,0.91569
KXMLBALWEST-25-TEX,AL West Division Winner? [Texas],530894,Will the Texas Rangers win the AL West Division?,0.91568
KXNFLAFCCHAMP-25-JAC,Pro Football AFC Championship Winner? [Jacksonville],540264,Will the Jaguars win the AFC Championship?,0.91548
KXIRELANDPRES-25-PCAS,Who will be elected President of Ireland in 2025? [Peter Casey],529277,Will Peter Casey win the Irish Presidential Election?,0.91543
KXMLBNLWEST-25-SD,NL West Division Winner? [San Diego],530924,Will the San Diego Padres win the NL West Division?,0.91538
KXMLBNLEAST-25-NYM,NL East Division Winner? [New York M],530912,Will the New York Mets win the NL East Division?,0.91533
KXBUCHARESTMAYOR-25-CDRU,Who will win the Bucharest mayoral election? [Catalin Drula],546249,Will Catalin Drula be the next Mayor of Bucharest?,0.91501
KXSTARTCLEBROWNS-25SEP09-KPIC,Who will start for Cleveland in pro men's football week one? [Kenny Pickett],539969,Will Kenny Pickett start Week 1 for the Browns?,0.91494
KXSTARSHIPSPACE-25-20.0,Will  between 19 to 21 Starship launches reach space in 2025? [19 to 21],517042,Will 19-21 SpaceX Starship launches successfully reach Space in 2025?,0.91491
KXNFLNFCNORTH-25-MIN,Pro Football NFC North Division Winner? [Minnesota],540296,Will the Minnesota Vikings win the NFC North?,0.91487
KXNFLAFCCHAMP-25-MIA,Pro Football AFC Championship Winner? [Miami],540255,Will the Dolphins win the AFC Championship?,0.91487
KXNORWAYPARTY-25-L,Will the Labour party win the most seats in the 2025 Norwegian parliamentary election? [Labour party],537137,Will SP win the most seats in the next Norwegian parliamentary election?,0.91483
KXNFLDROTY-26-WNOL,Who will win Defensive Rookie of the Year? [Walter Nolen],541560,Will Walter Nolen be the 2025-2026 NFL Defensive Rookie of the Year?,0.91482
KXMLB-25-TB,Will the Tampa Bay win the Pro Baseball Championship? [Tampa Bay],525418,Will the Tampa Bay Rays win the 2025 American League Championship?,0.9148
KXNFLAFCEAST-25-BUF,Pro Football AFC East Division Winner? [Buffalo],540282,Will the Buffalo Bills win the AFC East?,0.91462
KXNFLOROTY-26-LBUR,Who will win Offensive Rookie of the Year? [Luther Burden III],541591,Will Luther Burden be the 2025-2026 NFL Offensive Rookie of the Year?,0.91437
KXNBA-26-UTA,Will the Utah win the 2026 Pro Basketball Finals? [Utah],553883,Will the Utah Jazz win the 2026 NBA Finals?,0.91426
KXSB-26-SEA,Will the Seattle win the 2026 Pro Football Championship? [Seattle],540234,Will the Seattle Seahawks win Super Bowl 2026?,0.91424
KXNFLNFCNORTH-25-DET,Pro Football NFC North Division Winner? [Detroit],540294,Will the Detroit Lions win the NFC North?,0.91424
KXNFLAFCEAST-25-MIA,Pro Football AFC East Division Winner? [Miami],540283,Will the Miami Dolphins win the AFC East?,0.91419
KXNFLCOTY-26-KSHA,Who will win Coach of the Year? [Kyle Shanahan],542332,Will Kyle Shanahan win NFL Coach of the Year?,0.91414
KXNFLDROTY-26-ACAR,Who will win Defensive Rookie of the Year? [Abdul Carter],541550,Will Abdul Carter be the 2025-2026 NFL Defensive Rookie of the Year?,0.91413
KXNBA-26-ORL,Will the Orlando win the 2026 Pro Basketball Finals? [Orlando],553864,Will the Orlando Magic win the 2026 NBA Finals?,0.91412
KXSB-26-HOU,Will the Houston win the 2026 Pro Football Championship? [Houston],540218,Will the Houston Texans win Super Bowl 2026?,0.91407
KXNBA-26-ATL,Will the Atlanta win the 2026 Pro Basketball Finals? [Atlanta],553881,Will the Atlanta Hawks win the 2026 NBA Finals?,0.91392
KXIRELANDPRES-25-CNIM,Who will be elected President of Ireland in 2025? [Cynthia Ní Mhurchú],529282,Will Cynthia Ní Mhurchú win the Irish Presidential Election?,0.91382
KXMLBNLCENT-25-PIT,NL Central Division Winner? [Pittsburgh],530919,Will the Pittsburgh Pirates win the NL Central Division?,0.91356
KXNFLCOTY-26-TBOW,Who will win Coach of the Year? [Todd Bowles],542348,Will Todd Bowles win NFL Coach of the Year?,0.91356
KXMLBALEAST-25-NYY,AL East Division Winner? [New York Y],530879,Will the New York Yankees win the AL East Division?,0.91325
KXNFLDROTY-26-JCAM,Who will win Defensive Rookie of the Year? [Jihaad Campbell],541558,Will Jihaad Campbell be the 2025-2026 NFL Defensive Rookie of the Year?,0.91325
KXSB-26-BUF,Will the Buffalo win the 2026 Pro Football Championship? [Buffalo],540209,Will the Buffalo Bills win Super Bowl 2026?,0.91322
KXNFLCPOTY-26-JMCC,Who will win Comeback Player of the Year? [J.J. McCarthy],541520,Will J.J. McCarthy be the 2025-2026 NFL Comeback Player of the Year?,0.91318
KXNFLDROTY-26-JAWAL,Who will win Defensive Rookie of the Year? [Jalon Walker],541551,Will Jalon Walker be the 2025-2026 NFL Defensive Rookie of the Year?,0.91296
KXNFLOROTY-26-QEWE,Who will win Offensive Rookie of the Year? [Quinn Ewers],541592,Will Quinn Ewers be the 2025-2026 NFL Offensive Rookie of the Year?,0.91256
KXNFLOROTY-26-CSKA,Who will win Offensive Rookie of the Year? [Cam Skattebo],541601,Will Cam Skattebo be the 2025-2026 NFL Offensive Rookie of the Year?,0.91247
KXNFLAFCNORTH-25-BAL,Pro Football AFC North Division Winner? [Baltimore],540272,Will the Baltimore Ravens win the AFC North?,0.91244
KXNFLDROTY-26-MGRA,Who will win Defensive Rookie of the Year? [Mason Graham],541552,Will Mason Graham be the 2025-2026 NFL Defensive Rookie of the Year?,0.91238
KXBOLIVIAPRES-25-RPP,Who will win the Bolivian presidential election? [Rodrigo Paz Pereira],543265,Will Rodrigo Paz win the 2025 Bolivia presidential election?,0.91218
KXNORWAYPARTY-25-P,Will the Progress party win the most seats in the 2025 Norwegian parliamentary election? [Progress party],537144,Will PF win the most seats in the next Norwegian parliamentary election?,0.91215
KXIRELANDPRES-25-CCON,Who will be elected President of Ireland in 2025? [Catherine Connolly],529301,Will Catherine Connolly win the Irish Presidential Election?,0.91213
KXBUCHARESTMAYOR-25-CCIR,Who will win the Bucharest mayoral election? [Cătălin Cîrstoiu],546273,Will Cătălin Cîrstoiu be the next Mayor of Bucharest?,0.91201
KXSB-26-CLE,Will the Cleveland win the 2026 Pro Football Championship? [Cleveland],540213,Will the Cleveland Browns win Super Bowl 2026?,0.91186
KXNFLNFCSOUTH-25-TB,Pro Football NFC South Division Winner? [Tampa Bay],540298,Will the Tampa Bay Buccaneers win the NFC South?,0.91183
KXBUCHARESTMAYOR-25-VPON,Who will win the Bucharest mayoral election? [Victor Ponta],546271,Will Victor Ponta be the next Mayor of Bucharest?,0.91181
KXNFLOROTY-26-CWAR,Who will win Offensive Rookie of the Year? [Cameron Ward],541576,Will Cameron Ward be the 2025-2026 NFL Offensive Rookie of the Year?,0.91179
KXSB-26-CIN,Will the Cincinnati win the 2026 Pro Football Championship? [Cincinnati],540212,Will the Cincinnati Bengals win Super Bowl 2026?,0.91176
KXNFLOROTY-26-SSAN,Who will win Offensive Rookie of the Year? [Shedeur Sanders],541581,Will Shedeur Sanders be the 2025-2026 NFL Offensive Rookie of the Year?,0.91166
KXMAMDANIBOROUGHS-25-MA,Which boroughs will Zohran Mamdani win in NYC Mayoral Race? [Manhattan],551980,Will Zohran Mamdani win second place in the 2025 NYC mayoral election?,0.91159
KXNFLOROTY-26-JDAR,Who will win Offensive Rookie of the Year? [Jaxson Dart],541583,Will Jaxson Dart be the 2025-2026 NFL Offensive Rookie of the Year?,0.91159
KXSB-26-NE,Will the New England win the 2026 Pro Football Championship? [New England],540227,Will the New England Patriots win Super Bowl 2026?,0.91147
KXSB-26-CAR,Will the Carolina win the 2026 Pro Football Championship? [Carolina],540210,Will the Carolina Panthers win Super Bowl 2026?,0.9114
KXIPO-25-KLARNA,Who will IPO in 2025? [Klarna],535381,Klarna IPO in 2025?,0.91131
KXNFLAFCCHAMP-25-BUF,Pro Football AFC Championship Winner? [Buffalo],540254,Will the Bills win the AFC Championship?,0.9113
KXNFLOROTY-26-RHAR,Who will win Offensive Rookie of the Year? [R.J. Harvey],541587,Will RJ Harvey be the 2025-2026 NFL Offensive Rookie of the Year?,0.91129
KXNFLOROTY-26-TMCM,Who will win Offensive Rookie of the Year? [Tetairoa McMillan],541578,Will Tetairoa McMillan be the 2025-2026 NFL Offensive Rookie of the Year?,0.91127
KXNFLCOTY-26-JIHAR,Who will win Coach of the Year? [Jim Harbaugh],542329,Will Jim Harbaugh win NFL Coach of the Year?,0.91112
KXSB-26-TB,Will the Tampa Bay win the 2026 Pro Football Championship? [Tampa Bay],540235,Will the Tampa Bay Buccaneers win Super Bowl 2026?,0.91104
KXNFLOROTY-26-THEN,Who will win Offensive Rookie of the Year? [TreVeyon Henderson],541588,Will TreVeyon Henderson be the 2025-2026 NFL Offensive Rookie of the Year?,0.91096
KXNFLAFCNORTH-25-PIT,Pro Football AFC North Division Winner? [Pittsburgh],540270,Will the Pittsburgh Steelers win the AFC North?,0.91091
KXNFLCPOTY-26-CMCC,Who will win Comeback Player of the Year? [Christian McCaffrey],541517,Will Christian McCaffrey be the 2025-2026 NFL Comeback Player of the Year?,0.91089
KXNFLOROTY-26-TWAR,Who will win Offensive Rookie of the Year? [Tyler Warren],541584,Will Tyler Warren be the 2025-2026 NFL Offensive Rookie of the Year?,0.91079
KXMLB-25-KAN,Will the Kansas City win the Pro Baseball Championship? [Kansas City],525425,Will the Kansas City Royals win the 2025 American League Championship?,0.91075
KXBUCHARESTMAYOR-25-VALE,Who will win the Bucharest mayoral election? [Virgil Alexandru Zidaru],546253,Will Virgil Alexandru Zidaru be the next Mayor of Bucharest?,0.91071
KXNFLCPOTY-26-SDIG,Who will win Comeback Player of the Year? [Stefon Diggs],541528,Will Stefon Diggs be the 2025-2026 NFL Comeback Player of the Year?,0.91069
KXNFLOROTY-26-QJUD,Who will win Offensive Rookie of the Year? [Quinshon Judkins],541586,Will Quinshon Judkins be the 2025-2026 NFL Offensive Rookie of the Year?,0.91067
KXNFLNFCEAST-25-PHI,Pro Football NFC East Division Winner? [Philadelphia],540286,Will the Philadelphia Eagles win the NFC East?,0.91062
KXNFLNFCWEST-25-SEA,Pro Football NFC West Division Winner? [Seattle],540292,Will the Seattle Seahawks win the NFC West?,0.91061
KXNFLCOTY-26-BSCH,Who will win Coach of the Year? [Brian Schottenheimer],542347,Will Brian Schottenheimer win NFL Coach of the Year?,0.91056
KXGTA6ONTIME-26MAY26,"WIll GTA6 be released by May 26, 2026? (By May 26, 2026) [By May 26, 2026]",540881,GTA VI released before June 2026?,0.91047
KXSPACEXCOUNT-25-80,How many launches will SpaceX have in 2025? (Above 80) [Above 80],516732,Will SpaceX have less than 100 launches in 2025?,0.91046
KXMLB-25-SEA,Will the Seattle win the Pro Baseball Championship? [Seattle],525427,Will the Seattle Mariners win the 2025 American League Championship?,0.91005
KXNFLAFCNORTH-25-CIN,Pro Football AFC North Division Winner? [Cincinnati],540271,Will the Cincinnati Bengals win the AFC North?,0.91003
